survey,gender,age,age_num,marital_status,no_kids,education,income,US_census_region,US_census_division,community,distance_from_coast,political2,Q4_fish_hunt,Q4_fishing,Q4_hunting,Q4_none,Q4_total,Q7_impact_me,Q8_ocean_need_cons,Q8_fw_need_cons,Q8_land_need_cons,Q8_total_need,Q10_animal_health,Q11_habitat_health,Q13_concern_both,Q14_voted,Q14_donated,Q15_voting_effective,Q15_donation_effective,Q16_participate,Q18_aware_org,Q20.protect_area,Q20.captive_breed_reintroduce,Q20.relocate,Q20.enforcement,Q20.education,Q20.supplament_fishing,Q21_fund_source_penalties,Q21_fund_source_partnerships,Q21_fund_source_market
Ocean,male,18 - 24,21,single,0,high_school,low,Northeast,Middle_Atlantic,Urban,5,wont_say,None,0,0,0,4,0.5,0.8,0.8,0.93,0.87,0.6,0.4,1,0,1,0.6,0.8,1,0,0.8,0.8,0.6,0.4,0.8,0.4,1,1,0
Ocean,female,45 - 54,54,married,2,postgraduate,middle,West,Pacific,Suburban,0,Right,None,0,0,0,3,0.55,0.4,0.4,0.4,0.4,0.6,0.6,0.6,1,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0
Ocean,male,18 - 24,24,single,NA,postgraduate,wont_say,Midwest,West_North_Central,Rural,2,Left,None,0,0,1,0,0.45,1,1,1,1,0.4,0.4,1,1,0,0.8,1,1,0,1,0.6,0.8,0.8,1,0.6,1,0,0
Ocean,male,54+,58,married,5,university,middle,South,East_South_Central,Suburban,4,wont_say,Fish,1,0,0,3,0.85,0.8,0.6,0.53,0.63,0.6,0.6,0.8,0,1,1,0.8,1,0,1,1,0.8,1,1,1,1,0,0
Ocean,female,25 - 34,34,married,2,high_school,middle,West,Mountain,Urban,5,Right,None,0,0,0,1,0.55,0.8,1,0.87,0.87,0.4,0.2,0.8,1,0,1,1,0,0,1,0.8,0.8,0.8,1,0.6,0,0,0
Ocean,female,18 - 24,23,living_with_partner,0,high_school,low,Northeast,Middle_Atlantic,Urban,5,wont_say,None,0,0,1,0,0.05,1,0.2,0.6,0.67,0.6,0.6,1,0,0,0.6,0.8,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Ocean,female,45 - 54,56,married,3,university,middle,South,South_Atlantic,Suburban,5,Moderate,None,0,0,1,0,0.7,1,1,1,1,0.6,0.4,1,0,0,0.8,0.6,0,0,0.8,1,0.8,1,1,1,1,1,0
Ocean,female,45 - 54,52,married,6,high_school,low,South,South_Atlantic,Suburban,2,wont_say,None,0,0,1,0,0.8,1,1,1,1,0.4,0.4,0.8,0,0,0.8,0.8,0,0,1,1,1,1,1,1,1,1,1
Ocean,male,18 - 24,21,living_with_partner,0,high_school,low,South,South_Atlantic,Urban,5,None,Both,1,1,0,3,0.1,0.7,0.4,0.8,0.7,0.6,0.6,0.8,0,0,0.6,0.8,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0
Ocean,male,35 - 44,39,married,4,university,high,Midwest,East_North_Central,Suburban,5,Moderate,None,0,0,1,0,0.9,0.8,0.8,0.8,0.8,0.4,0.4,0.8,0,1,0.2,0.8,1,0,0.4,0.8,0.8,1,0.8,0.8,1,0,0
Ocean,male,25 - 34,28,single,1,postgraduate,middle,South,South_Atlantic,Urban,2,Left,Fish,1,0,0,1,0.5,0.6,0.6,0.53,0.57,0.6,0.6,0.4,0,0,0.6,0.4,0,0,0.4,0.4,0.6,1,0.8,0.6,0,0,0
Ocean,female,18 - 24,20,single,0,high_school,wont_say,South,West_South_Central,Suburban,5,wont_say,None,0,0,0,1,0.8,1,1,0.93,0.97,0.2,0.2,1,0,1,0.6,0.8,1,0,1,0.8,1,1,1,0.8,1,1,0
Ocean,female,18 - 24,22,single,0,high_school,middle,South,South_Atlantic,Suburban,5,None,Fish,1,0,0,4,0.85,1,0.8,0.67,0.8,0.4,0.2,1,0,1,1,0.8,1,1,0.8,1,1,1,1,0.8,1,1,1
Ocean,female,25 - 34,33,single,0,university,high,West,Mountain,Suburban,5,Moderate,None,0,0,0,2,0.5,0.9,1,0.93,0.93,0.4,0.4,0.8,0,0,0.6,0.6,0,0,1,0.8,1,1,0.8,1,1,1,1
Ocean,male,18 - 24,23,single,0,high_school,low,Northeast,Middle_Atlantic,Urban,4,Left,None,0,0,0,2,0.4,1,1,1,1,0.4,0.2,1,1,0,1,0.8,1,1,1,1,1,1,1,1,0,0,0
Ocean,female,45 - 54,50,single,0,postgraduate,low,West,Pacific,Urban,1,Left,None,0,0,0,1,1,1,1,0.93,0.97,0.2,0.2,1,0,0,0.6,1,0,1,1,1,1,1,1,0.6,1,1,1
Ocean,female,35 - 44,44,single,0,high_school,low,Northeast,Middle_Atlantic,Rural,5,None,None,0,0,1,0,0,0.5,0.6,0.8,0.67,0.6,0.6,0.4,0,0,0.2,0.2,0,0,0.6,0.4,0.2,0.6,0.4,0.6,1,0,0
Ocean,male,35 - 44,42,married,1,university,middle,South,West_South_Central,Urban,4,Left,Fish,1,0,0,3,0.5,1,1,0.67,0.83,0.4,0.4,0.8,0,0,0.6,0.6,1,0,0.8,1,0.6,0.8,1,1,0,1,0
Ocean,female,54+,67,married,0,high_school,low,Midwest,East_North_Central,Urban,5,Moderate,None,0,0,0,2,0.6,1,0.8,0.93,0.93,0.6,0.6,1,0,0,0.8,1,0,0,1,1,1,1,1,1,1,0,0
Ocean,male,18 - 24,22,single,0,high_school,low,Northeast,New_England,Suburban,2,Left,Fish,1,0,0,1,0.15,0.8,0.4,0.27,0.47,0.8,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Ocean,female,35 - 44,42,married,0,postgraduate,high,West,Pacific,Suburban,0,Moderate,None,0,0,0,3,1,1,1,1,1,0.4,0.4,1,1,1,0.8,0.8,1,1,1,1,1,1,1,0.8,1,1,1
Ocean,female,35 - 44,40,single,0,vocational_technical_college,wont_say,Midwest,East_North_Central,Rural,5,wont_say,None,0,0,0,1,0.3,0.8,1,0.73,0.8,0.4,0.2,0.8,0,0,0.6,0.6,0,0,1,0.8,0.8,0.8,1,0.6,1,1,0
Ocean,female,54+,57,married,2,postgraduate,middle,Midwest,East_North_Central,Suburban,5,Left,Fish,1,0,0,5,0.4,0.7,0.6,0.53,0.6,0.6,0.6,0.8,1,0,0.8,0.6,1,0,1,0.8,0.8,1,1,0.8,1,1,0
Ocean,female,54+,67,married,2,university,low,West,Mountain,Suburban,5,Moderate,None,0,0,0,3,1,0.9,1,0.67,0.8,0.4,0.4,0.2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0
Ocean,female,35 - 44,39,living_with_partner,0,university,middle,West,Pacific,Suburban,2,Moderate,Fish,1,0,0,5,1,1,1,1,1,0.4,0.4,1,0,0,0.6,0.8,1,0,1,0.8,0.8,1,1,0.6,1,1,0
Ocean,male,54+,68,single,0,university,middle,Northeast,Middle_Atlantic,Rural,5,Left,None,0,0,0,2,1,1,1,1,1,0.4,0.4,1,1,1,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1
Ocean,male,54+,66,married,1,postgraduate,high,Northeast,Middle_Atlantic,Rural,4,Left,None,0,0,0,1,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.2,0.6,1,0,1,0.8,1,0.8,0.8,1,1,1,0
Ocean,male,25 - 34,36,single,0,university,low,South,South_Atlantic,Urban,0,Right,None,0,0,1,0,0.3,0.7,1,0.4,0.6,0.6,0.6,0.6,0,0,0.4,0.4,0,0,0.8,0.8,0.6,0.6,0.6,0.8,0,0,0
Ocean,male,54+,64,married,0,university,middle,Midwest,East_North_Central,Suburban,5,Right,Fish,1,0,0,3,0.25,0.5,0.4,0.4,0.43,0.8,0.8,0.6,0,1,0.6,0.8,0,0,0.8,0.4,0.8,0.8,0.8,0.4,1,1,0
Ocean,female,35 - 44,46,single,1,high_school,middle,West,Mountain,Suburban,5,Left,None,0,0,0,3,0.8,0.9,0.8,0.93,0.9,0.4,0.4,0.8,0,0,0.8,0.8,0,0,1,0.8,1,0.8,1,0.8,1,1,1
Ocean,female,35 - 44,38,married,0,postgraduate,high,South,East_South_Central,Suburban,4,Left,None,0,0,0,1,0.8,1,1,1,1,0.4,0.4,0.8,1,1,0.8,1,0,1,1,1,1,1,1,1,1,1,0
Ocean,female,18 - 24,23,single,0,vocational_technical_college,middle,West,Pacific,Suburban,2,Left,None,0,0,1,0,0.7,0.7,0.8,0.47,0.6,0.6,0.8,0.6,0,0,0.8,1,0,0,0.2,0.8,0.6,0.6,0.4,0.6,1,0,0
Ocean,male,25 - 34,36,living_with_partner,0,university,middle,Midwest,East_North_Central,Suburban,5,Left,None,0,0,1,0,0.9,1,1,0.87,0.93,0.4,0.4,1,1,1,0.8,0.8,0,1,1,0.8,0.6,1,1,0.8,1,1,0
Ocean,male,35 - 44,46,married,3,university,middle,West,Mountain,Suburban,5,Right,Both,1,1,0,6,0.4,1,0.8,0.6,0.77,0.8,1,0.6,0,1,0.2,0.8,1,1,0.8,0.8,0.8,0.6,0.8,0.6,1,1,1
Ocean,male,35 - 44,40,living_with_partner,2,university,middle,Northeast,Middle_Atlantic,Suburban,4,Right,Both,1,1,0,3,0.7,0.8,0.8,0.73,0.77,0.6,0.6,0.8,0,0,0.8,0.6,1,0,0.8,0.8,0.6,0.6,0.4,0.8,1,0,1
Ocean,male,35 - 44,42,married,1,high_school,middle,South,South_Atlantic,Suburban,1,Right,Fish,1,0,0,2,0.4,0.8,0.6,0.73,0.73,0.6,0.4,0.8,0,0,0.4,0.8,0,0,0.8,1,1,1,1,1,1,1,0
Ocean,male,35 - 44,37,married,0,vocational_technical_college,low,Northeast,Middle_Atlantic,Suburban,1,Left,None,0,0,1,0,0.8,1,1,1,1,0.2,0.2,0.8,1,1,0.8,0.8,0,0,1,0.8,0.8,1,1,0.8,1,0,0
Ocean,female,35 - 44,39,married,1,high_school,low,South,East_South_Central,Rural,0,Moderate,None,0,0,0,1,0.45,0.7,0.6,0.6,0.63,0.6,0.6,0.8,1,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0
Ocean,female,35 - 44,38,single,0,university,low,West,Mountain,Urban,5,Left,None,0,0,0,2,0.5,0.9,0.8,0.8,0.83,0.6,0.6,0.8,0,0,0.6,0.6,1,0,0.8,0.6,0.8,0.8,0.8,0.6,1,0,0
Ocean,male,25 - 34,28,single,0,middle_school,wont_say,Midwest,East_North_Central,Rural,5,None,Fish,1,0,0,3,0.1,1,0.6,0.8,0.83,0.6,0.4,0.8,0,0,0.2,0.2,0,0,1,0.4,1,1,1,1,1,0,0
Ocean,female,35 - 44,43,married,1,vocational_technical_college,middle,South,South_Atlantic,Urban,0,None,None,0,0,1,0,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Ocean,male,45 - 54,48,widowed,2,university,low,South,East_South_Central,Suburban,5,Right,Both,1,1,0,4,0.5,0.8,1,0.87,0.87,0.4,0.8,0.6,0,0,1,0.8,0,0,1,0.8,1,1,1,1,1,0,0
Ocean,male,45 - 54,52,separated,0,postgraduate,middle,South,West_South_Central,Suburban,2,Left,None,0,0,0,1,0.8,1,1,1,1,0.6,0.4,0.8,1,0,0.6,0.6,0,0,1,0.8,0.6,1,0.8,0.8,1,1,0
Ocean,male,25 - 34,36,married,1,university,high,Midwest,East_North_Central,Rural,5,Right,Both,1,1,0,5,0.55,0.7,0.8,0.73,0.73,0.4,0.2,0.8,0,0,0.4,0.6,0,0,1,0.6,0.8,1,0.8,0.8,1,1,1
Ocean,female,35 - 44,40,single,0,postgraduate,low,West,Pacific,Suburban,2,Left,None,0,0,1,0,1,1,1,1,1,0.4,0.4,1,1,1,0.6,0.8,0,0,1,1,1,1,1,0.8,1,1,0
Ocean,female,35 - 44,41,living_with_partner,0,university,high,Northeast,Middle_Atlantic,Suburban,4,Left,None,0,0,1,0,0.8,0.9,0.8,0.6,0.73,0.4,0.4,0.8,1,0,0.8,0.8,0,0,1,1,0.8,1,1,0.6,0,1,1
Ocean,female,35 - 44,43,prefer_not_to_say,0,postgraduate,wont_say,South,West_South_Central,Suburban,4,Left,None,0,0,0,3,0.85,0.9,0.8,0.87,0.87,0.6,0.6,0.8,1,0,0.6,0.6,0,0,0.8,0.8,0.8,0.8,0.8,0.6,1,1,1
Ocean,female,45 - 54,56,separated,2,vocational_technical_college,low,South,South_Atlantic,Rural,1,Moderate,Both,1,1,0,4,0.5,0.8,0.8,0.8,0.8,0.4,0.4,1,0,0,0.8,0.8,0,0,1,0.8,1,1,1,1,1,1,0
Ocean,male,35 - 44,40,married,1,high_school,low,NA,NA,Suburban,1,Right,None,0,0,1,0,0,0.7,0.8,0.6,0.67,0.4,0.4,0.8,0,0,0.6,0.6,1,0,0.8,0.8,0.6,0.8,0.8,0.8,0,1,0
Ocean,male,18 - 24,21,single,0,high_school,low,South,West_South_Central,Suburban,5,wont_say,Fish,1,0,0,2,0.35,0.7,0.8,0.73,0.73,0.6,0.2,0.6,1,1,0.8,1,1,0,1,1,0.2,0.6,0.6,1,1,0,0
Ocean,female,45 - 54,49,widowed,3,postgraduate,low,West,Mountain,Urban,5,Moderate,Fish,1,0,0,2,0.6,0.8,1,0.8,0.83,0.6,0.4,0.8,0,0,0.8,0.8,0,0,1,1,0.8,1,1,1,1,1,1
Ocean,male,35 - 44,38,divorced,0,high_school,low,South,South_Atlantic,Rural,1,Right,Fish,1,0,0,4,0.6,0.8,0.8,0.67,0.73,0.8,0.4,0.6,0,0,0.6,0.6,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,1,1
Ocean,female,25 - 34,31,living_with_partner,3,high_school,low,South,West_South_Central,Rural,1,Right,Fish,1,0,0,3,0.3,0.6,0.6,0.6,0.6,0.4,0.4,0.8,0,0,0.8,0.8,0,0,0.8,0.6,0.8,0.8,0.8,0.6,1,1,0
Ocean,female,18 - 24,23,single,0,high_school,low,South,South_Atlantic,Suburban,2,None,None,0,0,1,0,0.2,0.6,0.6,0.6,0.6,0.6,0.4,0.8,1,0,0.8,0.8,1,0,0.6,0.6,0.6,0.8,0.6,0.8,1,0,0
Ocean,male,25 - 34,30,married,1,high_school,low,South,South_Atlantic,Urban,5,wont_say,Both,1,1,0,2,0.1,0.8,0.8,0.8,0.8,1,1,0.8,0,0,0.8,0.8,1,1,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0
Ocean,female,54+,66,married,0,university,middle,South,South_Atlantic,Suburban,2,Right,None,0,0,0,1,0.6,0.5,0.4,0.6,0.53,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.8,0.8,1,0.8,0.6,1,1,1
Ocean,female,35 - 44,42,separated,0,middle_school,middle,South,West_South_Central,Rural,2,Right,None,0,0,0,1,0.3,0.2,0.6,0.53,0.43,0.2,0.6,0.6,1,0,0.4,0.8,0,0,0.6,0.4,0.6,0.6,0.6,0.6,0,0,0
Ocean,male,35 - 44,38,married,3,postgraduate,high,South,South_Atlantic,Urban,2,Left,Both,1,1,0,5,0.75,0.8,0.8,0.6,0.7,0.8,0.8,0.8,1,0,0.6,0.8,1,1,0.8,1,0.8,0.6,0.8,0.6,0,1,1
Ocean,male,54+,58,separated,0,vocational_technical_college,low,Northeast,Middle_Atlantic,Urban,0,wont_say,Fish,1,0,0,1,0.55,0.8,0.8,0.67,0.73,0.8,0.6,0.8,0,0,0.8,0.6,0,0,1,1,0.6,1,0.4,0.6,0,0,0
Ocean,male,35 - 44,43,married,2,university,middle,South,East_South_Central,Urban,5,wont_say,Fish,1,0,0,2,0.6,1,1,1,1,1,1,1,0,0,0.2,0.2,1,0,1,1,1,1,1,1,0,1,0
Ocean,male,35 - 44,43,married,2,postgraduate,high,West,Mountain,Urban,4,Moderate,Fish,1,0,0,3,0.4,0.9,0.8,0.53,0.7,0.4,0.4,1,1,0,0.8,1,1,0,1,1,1,1,1,1,1,1,0
Ocean,male,35 - 44,43,married,2,postgraduate,high,Midwest,East_North_Central,Urban,1,Moderate,Both,1,1,0,6,1,1,1,0.87,0.93,1,1,0.8,0,1,0.8,1,1,1,1,1,1,1,1,1,1,0,1
Ocean,male,35 - 44,38,married,2,postgraduate,high,South,East_South_Central,Urban,5,Left,Both,1,1,0,3,0.3,0.7,1,0.87,0.83,0.8,1,1,0,1,1,0.8,1,1,0.8,1,0.8,1,1,1,1,1,1
Ocean,female,45 - 54,51,single,0,high_school,low,South,South_Atlantic,Urban,5,Left,Fish,1,0,0,5,0.35,0.6,0.6,0.6,0.6,0.4,0.4,0.8,1,1,0.8,0.8,1,1,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1
Ocean,male,25 - 34,35,married,2,university,middle,South,South_Atlantic,Urban,5,Left,Fish,1,0,0,2,0.25,0.7,1,0.67,0.73,0.8,0.6,0.8,0,1,0.4,1,0,1,0.8,0.8,0.8,1,1,0.8,1,0,0
Ocean,male,45 - 54,47,married,1,postgraduate,high,Northeast,Middle_Atlantic,Urban,0,Left,Both,1,1,0,6,0.35,1,1,1,1,0.6,0.8,1,0,1,1,1,1,0,1,0.8,1,0.8,1,1,0,1,1
Ocean,male,35 - 44,38,married,2,middle_school,high,West,Pacific,Urban,2,Moderate,Fish,1,0,0,3,0.75,0.6,0.8,0.73,0.7,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.8,0,0,0
Ocean,female,35 - 44,43,married,2,university,middle,South,South_Atlantic,Urban,5,Moderate,Both,1,1,0,3,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0,1,1,1,1,1,1,1,1,1
Ocean,male,18 - 24,25,single,1,high_school,low,South,East_South_Central,Urban,5,wont_say,Both,1,1,0,3,0.4,0.7,0.4,0.8,0.7,0.8,0.8,0.8,0,1,1,0.8,1,0,0.6,1,0.6,0.8,1,1,1,0,0
Ocean,male,35 - 44,37,living_with_partner,2,university,high,West,Mountain,Urban,4,Left,Fish,1,0,0,2,0.4,0.8,0.6,0.73,0.73,0.8,1,1,1,0,0.8,1,0,1,1,0.8,0.8,1,0.8,1,1,0,0
Ocean,female,25 - 34,31,living_with_partner,2,university,middle,South,South_Atlantic,Suburban,1,Left,Fish,1,0,0,5,0.4,0.7,0.6,0.87,0.77,0.6,0.6,0.2,1,1,1,0.8,1,0,0.6,0.8,1,1,1,0.6,0,0,1
Ocean,male,35 - 44,38,married,2,postgraduate,high,South,South_Atlantic,Urban,2,Right,Fish,1,0,0,3,0.65,0.8,0.8,0.67,0.73,0.4,0.4,1,0,1,0.8,0.8,1,1,0.8,0.8,0.8,0.8,0.8,0.8,1,1,0
Ocean,male,25 - 34,36,married,2,university,high,South,East_South_Central,Urban,2,Left,None,0,0,0,3,0.35,0.6,1,0.67,0.7,0.8,0.4,0.8,0,1,0.8,1,1,0,1,0.8,0.8,1,1,0.8,1,1,0
Ocean,male,35 - 44,43,married,2,postgraduate,high,South,West_South_Central,Urban,4,Moderate,None,0,0,0,1,0.35,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0.6,0.6,1,1,0.6,0.6,0.6,0.6,0.6,0.6,1,0,1
Ocean,male,35 - 44,42,married,1,postgraduate,high,South,South_Atlantic,Urban,2,Left,Both,1,1,0,5,0.8,0.8,1,0.93,0.9,0.4,0.4,1,1,1,1,1,1,0,1,1,1,1,1,0.8,1,1,0
Ocean,male,35 - 44,40,married,3,postgraduate,high,NA,NA,Urban,4,Left,Fish,1,0,0,2,0.15,0.8,0.6,0.73,0.73,0.4,0.4,0.8,0,1,0.8,0.8,0,0,0.8,0.8,1,1,1,0.8,1,0,0
Ocean,male,35 - 44,42,living_with_partner,2,postgraduate,middle,Midwest,East_North_Central,Suburban,4,Right,None,0,0,0,2,0.5,0.7,1,0.8,0.8,0.4,0.4,0.8,0,0,0.6,0.8,1,1,0.8,1,1,0.8,0.8,0.8,1,1,0
Ocean,male,35 - 44,38,married,2,postgraduate,high,South,South_Atlantic,Urban,4,Left,None,0,0,0,3,0.25,0.7,0.6,0.6,0.63,0.8,0.6,0.8,0,1,0.6,0.8,1,0,0.8,0.8,0.8,0.6,0.8,0.6,0,1,0
Ocean,male,35 - 44,43,married,2,university,high,South,West_South_Central,Urban,5,Right,Hunt,0,1,0,3,0.3,0.4,0.8,0.93,0.73,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Ocean,male,35 - 44,38,married,2,postgraduate,high,South,South_Atlantic,Urban,5,wont_say,None,0,0,0,2,0.4,0.8,0.8,0.8,0.8,0.2,0.2,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
Ocean,female,25 - 34,31,single,1,vocational_technical_college,middle,Midwest,East_North_Central,Rural,5,None,None,0,0,0,1,0.5,0.8,0.6,0.67,0.7,0.6,0.6,0.8,0,1,0.6,0.6,0,0,1,0.6,0.6,1,0.8,0.6,0,0,0
Ocean,male,25 - 34,28,single,0,high_school,low,South,South_Atlantic,Urban,5,Left,None,0,0,0,1,0.05,0.4,0.2,0.27,0.3,1,1,1,0,1,0.8,1,1,0,1,1,1,1,1,1,0,1,0
Ocean,male,35 - 44,42,married,1,postgraduate,high,West,Pacific,Urban,4,wont_say,None,0,0,0,1,0.15,0.6,0.4,0.73,0.63,0.8,0.8,0.8,1,0,1,0.8,1,1,0.8,0.8,0.8,0.6,0.6,1,0,0,1
Ocean,male,35 - 44,37,married,2,postgraduate,high,West,Pacific,Urban,4,Moderate,Both,1,1,0,3,0.65,0.8,1,0.73,0.8,0.2,0.4,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Ocean,male,25 - 34,27,single,0,university,low,Northeast,Middle_Atlantic,Suburban,4,Moderate,None,0,0,0,2,0.25,1,1,0.73,0.87,0.6,0.6,0.8,0,0,1,1,1,0,1,0.6,0.6,0.8,0.8,0.8,1,1,1
Ocean,male,18 - 24,23,single,0,high_school,low,West,Pacific,Suburban,5,wont_say,None,0,0,0,1,0.8,1,1,1,1,0.2,0.2,1,1,0,1,0.6,0,1,1,1,1,1,1,1,1,1,1
Ocean,female,35 - 44,44,married,2,postgraduate,high,Northeast,Middle_Atlantic,Urban,5,Left,None,0,0,0,2,0.4,0.6,0.6,0.67,0.63,1,1,1,1,0,1,0.8,1,1,1,1,1,1,1,1,1,1,0
Ocean,male,35 - 44,37,married,2,university,high,South,West_South_Central,Urban,5,wont_say,Fish,1,0,0,4,0.55,0.7,0.8,0.6,0.67,0.4,0.4,0.8,0,1,0.8,1,1,0,0.8,0.6,0.8,1,1,0.8,1,1,0
Ocean,male,35 - 44,46,single,0,university,low,West,Pacific,Urban,1,Left,None,0,0,0,2,0.8,0.9,1,0.87,0.9,0.6,0.4,0.8,1,1,1,1,0,0,0.8,1,1,1,1,0.8,0,1,0
Ocean,male,35 - 44,38,married,3,university,high,NA,NA,Urban,2,Right,Both,1,1,0,6,0.4,0.6,0.8,0.53,0.6,0.4,0.6,0.6,1,0,0.8,0.8,0,0,0.8,0.8,0.6,0.8,0.8,0.8,1,1,1
Ocean,male,25 - 34,28,single,0,high_school,middle,West,Mountain,Urban,5,Left,Hunt,0,1,0,2,0.25,0.6,0.8,0.6,0.63,0.6,0.6,0.2,1,1,0.8,1,1,0,1,0.6,1,1,1,0.6,1,0,1
Ocean,male,35 - 44,43,married,4,postgraduate,high,South,South_Atlantic,Urban,4,Right,Hunt,0,1,0,4,0.45,0.7,0.8,0.73,0.73,0.8,0.8,0.8,1,0,0.4,0.6,0,0,0.8,1,1,1,0.8,0.8,0,0,1
Ocean,male,35 - 44,43,married,1,university,high,West,Mountain,Urban,1,Right,Fish,1,0,0,2,0.45,0.7,0.8,0.87,0.8,0.8,1,0.8,1,1,1,0.8,0,0,1,0.8,0.8,0.8,0.8,1,0,1,1
Ocean,male,35 - 44,38,married,4,postgraduate,high,South,South_Atlantic,Urban,5,wont_say,None,0,0,0,2,0.25,0.8,0.8,0.8,0.8,0.2,0.2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
Ocean,female,45 - 54,54,single,0,postgraduate,low,Midwest,East_North_Central,Urban,5,Left,None,0,0,1,0,0.2,0.7,0.6,0.67,0.67,0.6,0.6,1,0,0,0.6,0.6,0,0,1,0.8,0.8,1,1,1,1,0,0
Ocean,male,35 - 44,42,married,3,postgraduate,high,South,South_Atlantic,Urban,5,Moderate,Hunt,0,1,0,4,0.65,0.8,1,0.93,0.9,1,0.8,1,1,0,0.8,1,1,0,1,1,1,1,1,1,0,0,0
Ocean,male,35 - 44,44,married,3,postgraduate,high,West,Mountain,Urban,5,Moderate,Fish,1,0,0,3,0.65,0.9,0.8,1,0.93,1,0.8,0.8,1,0,1,0.8,1,0,1,0.8,0.2,1,1,0.8,1,0,0
Ocean,male,25 - 34,33,married,1,university,middle,NA,NA,Urban,5,Right,None,0,0,0,1,0.25,0.6,0.8,0.6,0.63,0.8,0.8,0.8,0,0,1,1,1,0,0.8,1,1,1,1,0.8,1,1,0
Ocean,male,35 - 44,38,married,2,university,middle,Midwest,East_North_Central,Urban,5,Moderate,Both,1,1,0,6,0.6,0.8,1,0.73,0.8,1,1,1,1,1,0.6,1,1,0,1,1,0.8,0.6,0.6,0.8,0,0,1
Ocean,male,35 - 44,43,married,2,university,high,South,South_Atlantic,Urban,4,wont_say,None,0,0,0,3,0.3,0.6,0.6,0.8,0.7,0.8,0.6,1,0,1,0.8,0.8,1,1,0.8,0.8,1,0.8,0.6,1,0,1,0
Ocean,female,35 - 44,41,living_with_partner,1,high_school,low,West,Mountain,Suburban,2,Moderate,Fish,1,0,0,3,1,0.7,0.8,0.8,0.77,0.4,0.4,0.8,1,0,0.8,0.8,0,0,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1
Ocean,female,35 - 44,40,single,1,vocational_technical_college,wont_say,South,South_Atlantic,Suburban,4,Right,Fish,1,0,0,2,0.6,0.9,1,0.67,0.8,0.6,0.4,0.8,0,1,0.6,0.8,0,0,1,0.8,1,1,1,0.6,1,1,0
Ocean,male,45 - 54,51,married,3,postgraduate,high,NA,NA,Urban,5,Right,Fish,1,0,0,3,0.3,0.7,1,0.6,0.7,0.8,0.8,1,1,1,0.8,0.8,1,1,1,1,0.8,1,0.8,1,1,1,0
Ocean,male,45 - 54,51,married,3,postgraduate,high,South,South_Atlantic,Urban,5,Right,Fish,1,0,0,3,0.25,0.8,0.8,0.73,0.77,0.8,0.8,1,0,0,1,0.8,0,0,0.8,0.8,0.4,1,1,0.4,1,1,0
Ocean,female,25 - 34,34,single,0,university,low,West,Pacific,Rural,0,wont_say,None,0,0,0,2,0.5,1,1,0.87,0.93,0.2,0.2,0.2,0,1,0.8,0.6,0,0,1,1,1,1,1,0.6,1,1,0
Ocean,female,45 - 54,47,married,2,postgraduate,high,Northeast,New_England,Urban,2,Right,Fish,1,0,0,4,0.15,1,1,1,1,0.8,0.8,1,1,0,0.8,0.4,1,1,1,1,1,1,1,1,0,1,1
Ocean,female,25 - 34,35,married,2,postgraduate,high,South,South_Atlantic,Urban,5,Left,Hunt,0,1,0,2,0.15,0.8,0.8,0.8,0.8,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Ocean,male,35 - 44,37,married,3,postgraduate,high,South,South_Atlantic,Urban,0,Left,None,0,0,0,4,0.4,1,1,1,1,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Ocean,male,35 - 44,39,married,2,university,high,Northeast,Middle_Atlantic,Urban,2,Left,Both,1,1,0,6,0.85,1,1,1,1,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
